Key Indicator,Constituent ID,Age,Preferred State,Gift Date,Gift Amount,Fund Split Amount,Fund Description,Campaign Description,Total Amount of Gifts_1,Gift Total Number of Gifts_1,Gift Payment Type,Gift Batch Description,First Gift Date,First Gift Amount,Last Gift Date,Last Gift Amount
"Individual","7965","81","South Carolina","6/19/2023","$50.00","$50.00","331-Unrestricted","New Campaign","$550.00","11","Credit Card","","6/30/1991","$25.00","9/11/2024","$100.00"
"Individual","7965","81","South Carolina","1/12/2023","$50.00","$50.00","331-Unrestricted","New Campaign","$550.00","11","Credit Card","","6/30/1991","$25.00","9/11/2024","$100.00"
"Individual","7965","81","South Carolina","1/21/2021","$50.00","$50.00","331-Unrestricted","New Campaign","$550.00","11","Credit Card","","6/30/1991","$25.00","9/11/2024","$100.00"
"Individual","8008","","New Jersey","2/6/2023","$100.00","$100.00","331-Unrestricted","New Campaign","$250.00","2","Credit Card","NetCommunity Donations","2/21/1992","$50.00","2/6/2023","$100.00"
"Individual","8008","","New Jersey","4/2/2022","$150.00","$150.00","331-Unrestricted","New Campaign","$250.00","2","Credit Card","","2/21/1992","$50.00","2/6/2023","$100.00"
"Individual","8025","75","New Jersey","12/11/2019","$125.00","$125.00","331-Unrestricted","New Campaign","$250.00","2","Credit Card","NetCommunity Donations","6/30/1980","$25.00","12/11/2019","$125.00"
"Individual","8025","75","New Jersey","11/9/2018","$125.00","$125.00","331-Unrestricted","New Campaign","$250.00","2","Credit Card","NetCommunity Donations","6/30/1980","$25.00","12/11/2019","$125.00"
"Individual","6660","70","Georgia","4/13/2020","$25.85","$25.85","331-Unrestricted","New Campaign","$225.85","3","Credit Card","Mobile Cause - 4/13/2020","2/11/1994","$100.00","4/6/2022","$150.00"
"Individual","7550","","Delaware","1/25/2022","$25.00","$25.00","331-Unrestricted","New Campaign","$25.00","1","Credit Card","NetCommunity Donations","1/1/1960","$25.00","6/25/2024","$30.00"
"Individual","7161","71","New Jersey","4/14/2020","$25.00","$25.00","331-Unrestricted","New Campaign","$80.00","3","Credit Card","NetCommunity Donations","6/30/1977","$15.00","12/27/2023","$30.00"
"Individual","7161","71","New Jersey","12/27/2023","$30.00","$30.00","331-Unrestricted","New Campaign","$80.00","3","Credit Card","NetCommunity Donations","6/30/1977","$15.00","12/27/2023","$30.00"
"Individual","7161","71","New Jersey","3/9/2023","$25.00","$25.00","331-Unrestricted","New Campaign","$80.00","3","Credit Card","NetCommunity Donations","6/30/1977","$15.00","12/27/2023","$30.00"
"Individual","7387","86","New Jersey","11/19/2019","$1,800.00","$1,800.00","331-Unrestricted","New Campaign","$3,040.00","4","Credit Card","","1/1/1960","$1,140.00","9/17/2020","$25,000.00"
"Individual","6946","","Georgia","4/2/2020","$100.00","$100.00","331-Unrestricted","New Campaign","$100.00","1","Credit Card","Mobile Cause - 4/2/20","6/30/1968","$10.00","10/24/2024","$100.00"
"Individual","6949","","New Jersey","11/15/2020","$25.00","$25.00","331-Unrestricted","New Campaign","$75.00","2","Credit Card","NetCommunity Donations","1/1/1960","$150.00","11/15/2020","$25.00"
"Individual","6949","","New Jersey","5/13/2019","$50.00","$50.00","331-Unrestricted","New Campaign","$75.00","2","Credit Card","NetCommunity Donations","1/1/1960","$150.00","11/15/2020","$25.00"
"Individual","6674","69","New Jersey","12/13/2023","$100.00","$100.00","331-Unrestricted","New Campaign","$615.10","5","Credit Card","NetCommunity Donations","6/30/1979","$10.00","12/13/2023","$100.00"
"Individual","6494","78","New Hampshire","2/20/2023","$50.00","$50.00","331-Unrestricted","New Campaign","$50.00","1","Credit Card","NetCommunity Donations","6/30/1974","$10.00","2/20/2023","$50.00"
"Individual","6551","","New Jersey","2/8/2021","$105.00","$105.00","331-Unrestricted","New Campaign","$105.00","1","Credit Card","NetCommunity Donations","1/1/1960","$20.00","2/8/2021","$105.00"
"Individual","6617","","Pennsylvania","9/28/2021","$25.00","$25.00","331-Unrestricted","New Campaign","$2,025.00","3","Credit Card","NetCommunity Event Registration Fees","1/1/1960","$50.00","12/2/2024","$1,000.00"
"Individual","6617","","Pennsylvania","11/22/2021","$1,000.00","$1,000.00","331-Unrestricted","New Campaign","$2,025.00","3","Credit Card","NetCommunity Donations","1/1/1960","$50.00","12/2/2024","$1,000.00"
"Individual","6308","86","New Jersey","3/26/2020","$100.00","$100.00","331-Unrestricted","New Campaign","$1,180.96","10","Credit Card","Mobile Cause 3-26-20","1/1/1960","$472.00","12/2/2024","$100.00"
"Individual","6674","69","New Jersey","12/5/2019","$150.00","$150.00","331-Unrestricted","New Campaign","$615.10","5","Credit Card","NetCommunity Donations","6/30/1979","$10.00","12/13/2023","$100.00"
"Individual","6674","69","New Jersey","4/9/2020","$155.10","$155.10","331-Unrestricted","New Campaign","$615.10","5","Credit Card","Mobile Cause 4/9/20","6/30/1979","$10.00","12/13/2023","$100.00"
"Individual","6651","70","New Jersey","4/5/2023","$50.00","$50.00","331-Unrestricted","New Campaign","$328.40","8","Credit Card","NetCommunity Donations","6/30/1979","$20.00","4/5/2023","$50.00"
"Individual","6651","70","New Jersey","4/2/2022","$50.00","$50.00","331-Unrestricted","New Campaign","$328.40","8","Credit Card","","6/30/1979","$20.00","4/5/2023","$50.00"
"Individual","6634","70","New Jersey","10/21/2021","$50.00","$50.00","331-Unrestricted","New Campaign","$50.00","1","Credit Card","BBMS found gifts","11/15/2007","$20.00","10/21/2021","$50.00"
"Individual","6651","70","New Jersey","4/8/2020","$25.85","$25.85","331-Unrestricted","New Campaign","$328.40","8","Credit Card","Mobile Cause - 4/8/2020","6/30/1979","$20.00","4/5/2023","$50.00"
"Individual","6651","70","New Jersey","4/9/2020","$25.85","$25.85","331-Unrestricted","New Campaign","$328.40","8","Credit Card","Mobile Cause 4/9/20","6/30/1979","$20.00","4/5/2023","$50.00"
"Individual","6651","70","New Jersey","4/12/2019","$50.00","$50.00","331-Unrestricted","New Campaign","$328.40","8","Credit Card","NetCommunity Donations","6/30/1979","$20.00","4/5/2023","$50.00"
"Individual","4911","63","New Jersey","11/29/2022","$50.00","$50.00","331-Unrestricted","New Campaign","$3,998.74","20","Credit Card","NetCommunity Donations","6/30/1985","$120.00","4/10/2024","$102.87"
"Individual","4911","63","New Jersey","4/10/2024","$102.87","$102.87","331-Unrestricted","New Campaign","$3,998.74","20","Credit Card","SPD Gifts as of 4.16.24","6/30/1985","$120.00","4/10/2024","$102.87"
"Individual","4911","63","New Jersey","4/5/2023","$150.00","$150.00","331-Unrestricted","New Campaign","$3,998.74","20","Credit Card","NetCommunity Donations","6/30/1985","$120.00","4/10/2024","$102.87"
"Individual","5091","","Hawaii","3/31/2022","$250.00","$250.00","331-Unrestricted","New Campaign","$250.00","1","Credit Card","NetCommunity Donations","1/1/1960","$25.00","3/31/2022","$250.00"
"Individual","5097","","Virginia","12/7/2019","$100.00","$100.00","331-Unrestricted","New Campaign","$100.00","1","Credit Card","","6/30/1972","$25.00","11/2/2022","$125.00"
"Individual","5123","80","New Jersey","4/6/2022","$500.00","$500.00","331-Unrestricted","New Campaign","$2,750.00","6","Credit Card","NetCommunity Donations","1/1/1960","$150.00","1/28/2024","$500.00"
"Individual","5123","80","New Jersey","12/12/2019","$500.00","$500.00","331-Unrestricted","New Campaign","$2,750.00","6","Credit Card","NetCommunity Donations","1/1/1960","$150.00","1/28/2024","$500.00"
"Individual","5123","80","New Jersey","1/28/2024","$500.00","$500.00","331-Unrestricted","New Campaign","$2,750.00","6","Credit Card","NetCommunity Donations","1/1/1960","$150.00","1/28/2024","$500.00"
"Individual","5123","80","New Jersey","12/29/2022","$500.00","$500.00","331-Unrestricted","New Campaign","$2,750.00","6","Credit Card","NetCommunity Donations","1/1/1960","$150.00","1/28/2024","$500.00"
"Individual","5151","70","New Jersey","3/23/2022","$100.00","$100.00","331-Unrestricted","New Campaign","$400.85","5","Credit Card","NetCommunity Donations","6/30/1975","$10.00","6/25/2024","$150.00"
"Individual","5151","70","New Jersey","3/26/2020","$25.00","$25.00","331-Unrestricted","New Campaign","$400.85","5","Credit Card","Mobile Cause 3-26-20","6/30/1975","$10.00","6/25/2024","$150.00"
"Individual","5151","70","New Jersey","4/9/2020","$25.85","$25.85","331-Unrestricted","New Campaign","$400.85","5","Credit Card","Mobile Cause 4/9/20","6/30/1975","$10.00","6/25/2024","$150.00"
"Individual","5163","67","New Jersey","6/29/2022","$500.00","$500.00","331-Unrestricted","New Campaign","$1,600.00","3","Credit Card","Checks / NetCommunity Donations","11/21/2002","$150.00","5/29/2024","$250.00"
"Individual","5186","75","Maryland","3/4/2021","$50.00","$50.00","331-Unrestricted","New Campaign","$800.00","6","Credit Card","NetCommunity Event Registration Fees","6/30/1973","$10.00","12/3/2024","$205.74"
"Individual","5186","75","Maryland","4/5/2023","$200.00","$200.00","331-Unrestricted","New Campaign","$800.00","6","Credit Card","NetCommunity Donations","6/30/1973","$10.00","12/3/2024","$205.74"
"Individual","5186","75","Maryland","11/29/2022","$100.00","$100.00","331-Unrestricted","New Campaign","$800.00","6","Credit Card","NetCommunity Donations","6/30/1973","$10.00","12/3/2024","$205.74"
"Individual","5186","75","Maryland","3/25/2023","$50.00","$50.00","331-Unrestricted","New Campaign","$800.00","6","Credit Card","NetCommunity Event Registration Fees","6/30/1973","$10.00","12/3/2024","$205.74"
"Individual","5592","67","Florida","4/9/2020","$25.00","$25.00","331-Unrestricted","New Campaign","$75.00","2","Credit Card","Mobile Cause 4/9/20","6/30/1991","$2.32","3/2/2021","$50.00"
"Individual","5615","","Illinois","11/30/2021","$300.00","$300.00","331-Unrestricted","New Campaign","$1,932.55","8","Credit Card","","6/30/1982","$10.00","12/8/2023","$330.00"
"Individual","5615","","Illinois","12/17/2020","$300.00","$300.00","331-Unrestricted","New Campaign","$1,932.55","8","Credit Card","NetCommunity Donations","6/30/1982","$10.00","12/8/2023","$330.00"
"Individual","5615","","Illinois","12/19/2019","$300.00","$300.00","331-Unrestricted","New Campaign","$1,932.55","8","Credit Card","NetCommunity Donations","6/30/1982","$10.00","12/8/2023","$330.00"
"Individual","5615","","Illinois","4/9/2020","$25.85","$25.85","331-Unrestricted","New Campaign","$1,932.55","8","Credit Card","Mobile Cause 4/9/20","6/30/1982","$10.00","12/8/2023","$330.00"
"Individual","5615","","Illinois","12/30/2018","$300.00","$300.00","331-Unrestricted","New Campaign","$1,932.55","8","Credit Card","NetCommunity Donations","6/30/1982","$10.00","12/8/2023","$330.00"
"Individual","5615","","Illinois","12/8/2023","$330.00","$330.00","331-Unrestricted","New Campaign","$1,932.55","8","Credit Card","NetCommunity Donations","6/30/1982","$10.00","12/8/2023","$330.00"
"Individual","5615","","Illinois","11/18/2022","$325.00","$325.00","331-Unrestricted","New Campaign","$1,932.55","8","Credit Card","NetCommunity Donations","6/30/1982","$10.00","12/8/2023","$330.00"
"Individual","5798","72","Massachusetts","6/6/2024","$120.00","$120.00","331-Unrestricted","New Campaign","$220.00","2","Credit Card","NetCommunity Donations","6/30/1978","$10.00","9/8/2024","$190.00"
"Individual","5798","72","Massachusetts","12/28/2020","$100.00","$100.00","331-Unrestricted","New Campaign","$220.00","2","Credit Card","NetCommunity Donations","6/30/1978","$10.00","9/8/2024","$190.00"
"Individual","5810","73","Virginia","4/9/2020","$51.70","$51.70","331-Unrestricted","New Campaign","$1,401.70","4","Credit Card","Mobile Cause 4/9/20","6/30/1973","$25.00","5/8/2024","$600.00"
"Individual","5810","73","Virginia","12/31/2023","$500.00","$500.00","331-Unrestricted","New Campaign","$1,401.70","4","Credit Card","NetCommunity Donations","6/30/1973","$25.00","5/8/2024","$600.00"
"Individual","371","87","California","4/9/2020","$517.00","$517.00","331-Unrestricted","New Campaign","$517.00","1","Credit Card","Mobile Cause 4/9/20","1/1/1960","$45.00","12/19/2022","$500.00"
"Individual","13","68","New Jersey","1/15/2019","$25.00","$25.00","331-Unrestricted","New Campaign","$70.00","3","Credit Card","NetCommunity Donations","12/9/1991","$25.00","12/13/2023","$20.00"
"Individual","13","68","New Jersey","4/1/2020","$25.00","$25.00","331-Unrestricted","New Campaign","$70.00","3","Credit Card","","12/9/1991","$25.00","12/13/2023","$20.00"
"Individual","629","","Massachusetts","11/19/2019","$100.00","$100.00","331-Unrestricted","New Campaign","$200.00","2","Credit Card","","1/1/1960","$120.00","12/14/2021","$150.00"
"Individual","620","57","New Jersey","6/27/2019","$100.00","$100.00","331-Unrestricted","New Campaign","$100.00","1","Credit Card","","1/17/2018","$50.00","6/27/2019","$100.00"
"Individual","749","63","Maryland","12/19/2020","$500.00","$500.00","331-Unrestricted","New Campaign","$500.00","1","Credit Card","NetCommunity Donations","6/30/1991","$150.00","12/29/2023","$600.00"
"Individual","958","","New Jersey","8/12/2021","$20.00","$20.00","331-Unrestricted","New Campaign","$20.00","1","Credit Card","NetCommunity Event Registration Fees","6/30/1974","$50.00","8/14/2023","$25.00"
"Individual","1084","76","Florida","4/9/2020","$25.85","$25.85","331-Unrestricted","New Campaign","$1,051.49","4","Credit Card","Mobile Cause 4/9/20","6/30/1981","$50.00","5/20/2024","$500.00"
"Individual","1084","76","Florida","6/6/2023","$500.00","$500.00","331-Unrestricted","New Campaign","$1,051.49","4","Credit Card","","6/30/1981","$50.00","5/20/2024","$500.00"
"Individual","1333","63","Florida","4/13/2020","$258.50","$258.50","331-Unrestricted","New Campaign","$908.50","4","Credit Card","Mobile Cause - 4/13/2020","6/30/1985","$12.00","6/26/2024","$250.00"
"Individual","1333","63","Florida","6/26/2024","$250.00","$250.00","331-Unrestricted","New Campaign","$908.50","4","Credit Card","NetCommunity Donations","6/30/1985","$12.00","6/26/2024","$250.00"
"Individual","1333","63","Florida","4/6/2022","$250.00","$250.00","331-Unrestricted","New Campaign","$908.50","4","Credit Card","","6/30/1985","$12.00","6/26/2024","$250.00"
"Individual","1599","78","New Jersey","12/26/2021","$100.00","$100.00","331-Unrestricted","New Campaign","$500.00","5","Credit Card","ScaleFunder","6/30/1975","$25.00","12/29/2023","$100.00"
"Individual","1599","78","New Jersey","12/30/2018","$100.00","$100.00","331-Unrestricted","New Campaign","$500.00","5","Credit Card","NetCommunity Donations","6/30/1975","$25.00","12/29/2023","$100.00"
"Individual","1599","78","New Jersey","12/31/2019","$100.00","$100.00","331-Unrestricted","New Campaign","$500.00","5","Credit Card","NetCommunity Donations","6/30/1975","$25.00","12/29/2023","$100.00"
"Individual","1599","78","New Jersey","12/21/2022","$100.00","$100.00","331-Unrestricted","New Campaign","$500.00","5","Credit Card","NetCommunity Donations","6/30/1975","$25.00","12/29/2023","$100.00"
"Individual","1599","78","New Jersey","12/30/2020","$100.00","$100.00","331-Unrestricted","New Campaign","$500.00","5","Credit Card","NetCommunity Donations","6/30/1975","$25.00","12/29/2023","$100.00"
"Individual","1628","78","New Jersey","3/26/2020","$100.00","$100.00","331-Unrestricted","New Campaign","$1,385.96","12","Credit Card","Mobile Cause 3-26-20","2/4/1994","$100.00","12/2/2024","$100.00"
"Individual","2280","81","Louisiana","12/31/2019","$100.00","$100.00","331-Unrestricted","New Campaign","$600.00","6","Credit Card","NetCommunity Donations","1/1/1960","$850.00","12/23/2023","$100.00"
"Individual","2280","81","Louisiana","12/30/2020","$100.00","$100.00","331-Unrestricted","New Campaign","$600.00","6","Credit Card","used for recurring batch #Giftbatchtemplate","1/1/1960","$850.00","12/23/2023","$100.00"
"Individual","1628","78","New Jersey","11/28/2023","$100.00","$100.00","331-Unrestricted","New Campaign","$1,385.96","12","Credit Card","Almabase - Giving Tuesday","2/4/1994","$100.00","12/2/2024","$100.00"
"Individual","2383","69","New Jersey","9/21/2018","$500.00","$500.00","331-Unrestricted","New Campaign","$3,950.00","4","Credit Card","","6/30/1979","$100.00","3/15/2023","$2,500.00"
"Individual","2764","","New York","12/11/2019","$1,000.00","$1,000.00","331-Unrestricted","New Campaign","$1,000.00","1","Credit Card","NetCommunity Donations","6/30/1978","$25.00","11/18/2024","$1,000.00"
"Individual","2793","","Florida","4/8/2020","$51.70","$51.70","331-Unrestricted","New Campaign","$51.70","1","Credit Card","Mobile Cause - 4/8/2020","6/30/1976","$15.00","4/8/2020","$51.70"
"Individual","3019","","New Jersey","11/11/2019","$225.00","$225.00","331-Unrestricted","New Campaign","$1,025.00","4","Credit Card","NetCommunity Donations","6/30/1981","$10.00","7/15/2021","$300.00"
"Individual","3019","","New Jersey","12/19/2018","$250.00","$250.00","331-Unrestricted","New Campaign","$1,025.00","4","Credit Card","NetCommunity Donations","6/30/1981","$10.00","7/15/2021","$300.00"
"Individual","3271","68","New Jersey","12/19/2020","$1,000.00","$1,000.00","331-Unrestricted","New Campaign","$6,300.00","7","Credit Card","NetCommunity Donations","6/30/1979","$50.00","12/18/2023","$500.00"
"Individual","3271","68","New Jersey","12/30/2018","$1,500.00","$1,500.00","331-Unrestricted","New Campaign","$6,300.00","7","Credit Card","NetCommunity Donations","6/30/1979","$50.00","12/18/2023","$500.00"
"Individual","3271","68","New Jersey","12/31/2019","$1,500.00","$1,500.00","331-Unrestricted","New Campaign","$6,300.00","7","Credit Card","NetCommunity Donations","6/30/1979","$50.00","12/18/2023","$500.00"
"Individual","1628","78","New Jersey","4/5/2023","$150.00","$150.00","331-Unrestricted","New Campaign","$1,385.96","12","Credit Card","NetCommunity Donations","2/4/1994","$100.00","12/2/2024","$100.00"
"Individual","1628","78","New Jersey","3/25/2022","$100.00","$100.00","331-Unrestricted","New Campaign","$1,385.96","12","Credit Card","NetCommunity Donations","2/4/1994","$100.00","12/2/2024","$100.00"
"Individual","1748","","New Jersey","4/9/2020","$200.00","$200.00","331-Unrestricted","New Campaign","$200.00","1","Credit Card","Mobile Cause 4/9/20","6/30/1973","$20.00","6/21/2024","$250.00"
"Individual","1628","78","New Jersey","12/13/2022","$100.00","$100.00","331-Unrestricted","New Campaign","$1,385.96","12","Credit Card","NetCommunity Donations","2/4/1994","$100.00","12/2/2024","$100.00"
"Individual","1628","78","New Jersey","4/6/2022","$100.00","$100.00","331-Unrestricted","New Campaign","$1,385.96","12","Credit Card","","2/4/1994","$100.00","12/2/2024","$100.00"
"Individual","1805","75","New Jersey","11/17/2020","$100.00","$100.00","331-Unrestricted","New Campaign","$200.00","2","Credit Card","NetCommunity Donations","3/24/2008","$50.00","6/27/2024","$100.00"
"Individual","1805","75","New Jersey","10/20/2022","$100.00","$100.00","331-Unrestricted","New Campaign","$200.00","2","Credit Card","NetCommunity Donations","3/24/2008","$50.00","6/27/2024","$100.00"
"Individual","1854","66","Texas","4/13/2020","$103.40","$103.40","331-Unrestricted","New Campaign","$103.40","1","Credit Card","Mobile Cause - 4/13/2020","3/31/1993","$25.00","4/13/2020","$103.40"
"Individual","10631","75","New Jersey","3/9/2023","$100.00","$100.00","331-Unrestricted","New Campaign","$290.00","2","Credit Card","NetCommunity Donations","6/30/1982","$10.00","12/2/2024","$100.00"
"Individual","394417","34","New Jersey","3/9/2023","$10.00","$10.00","331-Unrestricted","New Campaign","$684.55","131","Credit Card","NetCommunity Donations","4/27/2016","$25.00","12/1/2024","$5.14"
"Individual","9752","70","New Jersey","3/27/2023","$50.00","$50.00","331-Unrestricted","New Campaign","$120.00","3","Credit Card","","6/30/1980","$10.00","10/11/2023","$50.00"
"Individual","399675","","New Jersey","3/29/2023","$50.00","$50.00","331-Unrestricted","New Campaign","$125.85","4","Credit Card","NetCommunity Donations","12/20/2018","$20.00","12/24/2023","$25.00"
"Individual","10645","71","New Jersey","3/29/2023","$25.00","$25.00","331-Unrestricted","New Campaign","$25.00","1","Credit Card","NetCommunity Donations","6/30/1975","$5.00","10/4/2024","$25.00"
"Individual","402500","55","New Jersey","3/30/2023","$20.19","$20.19","331-Unrestricted","New Campaign","$20.19","1","Credit Card","NetCommunity Donations","3/30/2023","$20.19","3/30/2023","$20.19"
"Individual","394417","34","New Jersey","3/30/2023","$5.00","$5.00","331-Unrestricted","New Campaign","$684.55","131","Credit Card","NetCommunity Donations","4/27/2016","$25.00","12/1/2024","$5.14"
"Individual","386917","36","New York","3/24/2023","$100.00","$100.00","331-Unrestricted","New Campaign","$1,515.00","12","Credit Card","NetCommunity Donations","6/26/2010","$20.00","3/6/2024","$100.00"
"Individual","386917","36","New York","3/24/2023","$100.00","$100.00","331-Unrestricted","New Campaign","$1,515.00","12","Credit Card","NetCommunity Donations","6/26/2010","$20.00","3/6/2024","$100.00"
"Individual","394417","34","New Jersey","4/1/2023","$5.00","$5.00","331-Unrestricted","New Campaign","$684.55","131","Credit Card","NetCommunity Donations","4/27/2016","$25.00","12/1/2024","$5.14"
"Individual","13422","74","California","4/1/2023","$25.00","$25.00","331-Unrestricted","New Campaign","$175.72","7","Credit Card","NetCommunity Donations","6/30/1983","$10.00","3/30/2024","$25.72"
"Individual","6632","70","New Jersey","4/2/2023","$250.00","$250.00","331-Unrestricted","New Campaign","$3,103.40","7","Credit Card","NetCommunity Donations","6/30/1987","$25.00","1/3/2024","$1,000.00"
"Individual","13908","78","Virginia","4/2/2023","$150.00","$150.00","331-Unrestricted","New Campaign","$150.00","1","Credit Card","NetCommunity Donations","6/30/1981","$25.00","1/12/2024","$500.00"
"Individual","13181","79","New Jersey","4/4/2023","$25.00","$25.00","331-Unrestricted","New Campaign","$102.77","3","Credit Card","NetCommunity Donations","6/30/1979","$10.00","4/10/2024","$27.77"
"Individual","13373","74","New Jersey","4/5/2023","$150.00","$150.00","331-Unrestricted","New Campaign","$3,253.40","13","Credit Card","NetCommunity Donations","6/30/1971","$5.00","6/20/2023","$2,144.35"
"Individual","395434","","New Jersey","3/31/2023","$190.00","$100.00","331-Unrestricted","New Campaign","$5,766.48","28","Credit Card","NetCommunity Event Registration Fees","5/1/2017","$75.00","12/4/2024","$15.00"
"Individual","394417","34","New Jersey","3/23/2023","$5.00","$5.00","331-Unrestricted","New Campaign","$684.55","131","Credit Card","NetCommunity Donations","4/27/2016","$25.00","12/1/2024","$5.14"
"Individual","408051","","","3/25/2023","$50.00","$50.00","331-Unrestricted","New Campaign","$50.00","1","Credit Card","NetCommunity Donations","3/25/2023","$50.00","3/25/2023","$50.00"
"Individual","38611","50","New Jersey","4/5/2023","$2,000.00","$1,000.00","331-Unrestricted","New Campaign","$4,680.00","6","Credit Card","NetCommunity Donations","6/30/2003","$125.00","4/1/2024","$2,000.00"
"Individual","2788","","North Carolina","4/5/2023","$500.00","$500.00","331-Unrestricted","New Campaign","$10,238.06","18","Credit Card","NetCommunity Donations","6/30/1972","$100.00","12/3/2024","$1,028.70"
"Individual","20183","83","New Jersey","4/5/2023","$50.00","$50.00","331-Unrestricted","New Campaign","$50.00","1","Credit Card","NetCommunity Donations","1/1/1960","$25.00","4/5/2023","$50.00"
"Individual","29987","80","Texas","4/5/2023","$500.00","$500.00","331-Unrestricted","New Campaign","$1,514.35","3","Credit Card","NetCommunity Donations","6/30/1994","$500.00","4/29/2024","$514.35"
"Individual","14730","76","New Jersey","4/5/2023","$500.00","$500.00","331-Unrestricted","New Campaign","$9,364.07","9","Credit Card","NetCommunity Donations","4/11/2005","$250.00","12/3/2024","$1,543.05"
"Individual","395434","","New Jersey","4/5/2023","$250.00","$250.00","331-Unrestricted","New Campaign","$5,766.48","28","Credit Card","NetCommunity Donations","5/1/2017","$75.00","12/4/2024","$15.00"
"Individual","12992","70","Florida","4/5/2023","$100.00","$100.00","331-Unrestricted","New Campaign","$2,200.00","4","Credit Card","NetCommunity Donations","6/30/1983","$30.00","5/8/2024","$1,000.00"
"Individual","9377","","New Jersey","4/5/2023","$150.00","$150.00","331-Unrestricted","New Campaign","$500.00","4","Credit Card","NetCommunity Donations","6/30/1982","$20.00","4/5/2023","$150.00"
"Individual","4177","65","New Jersey","8/3/2022","$50.00","$50.00","331-Unrestricted","New Campaign","$502.87","4","Credit Card","NetCommunity Event Registration Fees","6/30/1982","$25.00","4/10/2024","$102.87"
"Individual","5940","62","New Jersey","7/15/2022","$50.00","$50.00","331-Unrestricted","New Campaign","$528.70","11","Credit Card","NetCommunity Event Registration Fees","6/30/1986","$80.00","4/8/2024","$61.72"
"Individual","10036","76","Nevada","7/18/2022","$100.00","$50.00","331-Unrestricted","New Campaign","$8,299.96","11","Credit Card","","6/30/1970","$50.00","12/2/2024","$100.00"
"Individual","388507","35","New Jersey","6/22/2022","$250.00","$250.00","331-Unrestricted","New Campaign","$290.00","2","Credit Card","NetCommunity Donations","6/14/2016","$25.00","6/22/2022","$250.00"
"Individual","5093","94","New Jersey","7/16/2022","$250.00","$250.00","331-Unrestricted","New Campaign","$850.00","4","Credit Card","NetCommunity Donations","6/30/1975","$20.00","3/29/2024","$250.00"
"Individual","10036","76","Nevada","8/10/2022","$100.00","$50.00","331-Unrestricted","New Campaign","$8,299.96","11","Credit Card","Recurring Gifts ","6/30/1970","$50.00","12/2/2024","$100.00"
"Individual","15933","","Virginia","8/22/2022","$25.00","$25.00","331-Unrestricted","New Campaign","$1,161.70","58","Credit Card","","1/1/1960","$200.00","10/30/2024","$25.00"
"Individual","21137","81","New Jersey","8/11/2022","$25.00","$25.00","331-Unrestricted","New Campaign","$315.00","7","Credit Card","NetCommunity Event Registration Fees","6/30/1969","$5.00","7/31/2023","$25.00"
"Individual","3372","63","New Jersey","8/11/2022","$100.00","$100.00","331-Unrestricted","New Campaign","$4,553.70","12","Credit Card","NetCommunity Event Registration Fees","6/30/1986","$100.00","10/8/2024","$100.00"
"Individual","1729","72","Connecticut","8/10/2022","$250.00","$250.00","331-Unrestricted","New Campaign","$5,102.87","2","Credit Card","Recurring Gifts ","6/30/1975","$25.00","9/21/2024","$300.00"
"Individual","1729","72","Connecticut","8/15/2022","$5,000.00","$5,000.00","331-Unrestricted","New Campaign","$5,102.87","2","Credit Card","","6/30/1975","$25.00","9/21/2024","$300.00"
"Individual","406853","","New Jersey","5/20/2022","$70.00","$70.00","331-Unrestricted","New Campaign","$70.00","1","Credit Card","NetCommunity Event Registration Fees","5/20/2022","$70.00","5/20/2022","$70.00"
"Individual","8625","60","New Jersey","5/17/2022","$35.00","$35.00","331-Unrestricted","New Campaign","$35.00","1","Credit Card","NetCommunity Event Registration Fees","5/17/2022","$35.00","5/17/2022","$35.00"
"Individual","406827","","New Jersey","5/17/2022","$35.00","$35.00","331-Unrestricted","New Campaign","$35.00","1","Credit Card","NetCommunity Event Registration Fees","5/17/2022","$35.00","5/17/2022","$35.00"
"Individual","406850","","District of Columbia","5/19/2022","$35.00","$35.00","331-Unrestricted","New Campaign","$35.00","1","Credit Card","NetCommunity Event Registration Fees","5/19/2022","$35.00","5/19/2022","$35.00"
"Individual","382118","72","New York","5/9/2022","$200.00","$200.00","331-Unrestricted","New Campaign","$303.40","2","Credit Card","NetCommunity Donations","11/21/2008","$50.00","6/19/2023","$200.00"
"Individual","46014","46","Pennsylvania","6/10/2022","$500.00","$500.00","331-Unrestricted","New Campaign","$2,828.83","11","Credit Card","NetCommunity Donations","6/5/2012","$25.00","12/3/2024","$250.00"
"Individual","10036","76","Nevada","6/21/2022","$100.00","$50.00","331-Unrestricted","New Campaign","$8,299.96","11","Credit Card","Recurring Gifts","6/30/1970","$50.00","12/2/2024","$100.00"
"Individual","390617","40","New Jersey","6/29/2022","$50.00","$50.00","331-Unrestricted","New Campaign","$50.00","1","Credit Card","","12/18/2013","$25.00","6/29/2022","$50.00"
"Individual","7019","73","New Jersey","6/27/2022","$1,000.00","$1,000.00","331-Unrestricted","New Campaign","$8,480.00","11","Credit Card","NetCommunity Donations","6/30/1981","$25.00","12/3/2024","$102.87"
"Individual","28951","62","New York","6/28/2022","$100.00","$100.00","331-Unrestricted","New Campaign","$502.87","5","Credit Card","NetCommunity Donations","4/1/1993","$100.00","6/28/2024","$102.87"
